place_id,name,latitude,longitude
ChIJeaFAPaqgmkcRmg0dOvPhwE0,Zunfthaus zur Zimmerleuten,47.3706279,8.543341500000002
ChIJraTDVgYKkEcRLTDxdibbmi4,Brasserie Lipp,47.37437449999999,8.5394897
ChIJgQWJdKmgmkcRifMHdrCyfdk,Kantorei,47.3724339,8.545584999999999
ChIJqyKFr6mgmkcRETGwPGkEL9Y,Wystube Isebähnli,47.3731806,8.5449222
ChIJ6ZvAramgmkcRet_HlyCjmYY,Zähringer,47.3736053,8.54485
ChIJuYDwBKigmkcRFafCuz_7zRo,Bierhalle Wolf - Oktoberfest 365 Tage im Jahr,47.37584,8.543771999999999
ChIJ1T3VGwcKkEcR5ZEk6K1bfEg,Club zum Rennweg,47.3732277,8.540046599999998
ChIJXeB5Fc-gmkcRAUEVByhxN5o,The Dolder Grand,47.3727455,8.5731945
ChIJxdFUR9KgmkcR5Teka46fPFQ,Degenried,47.36738389999999,8.5792287
ChIJg1ZxPaygmkcRWSybzKSHlhU,Santa Lucia,47.3701185,8.549145600000001
ChIJr5rzOqqgmkcRYqfno8OTC1c,Restaurant Le Dézaley Zürich,47.3706218,8.5438887
ChIJUc8n4KqgmkcR0pKcodPKc88,Pier 7,47.36780900000001,8.5436053
ChIJ68Be562gmkcRamHPMmoGRAg,Wolfbach,47.37030650000001,8.5522966
ChIJqcvfe7GgmkcRy90dvmld060,Kafi Paradiesli,47.3708373,8.557212000000002
ChIJH4XGUqqgmkcROia7W1ypLiM,Ban Song Thai Restaurant,47.3694296,8.5442553
ChIJVyhQpamgmkcRbttRg83N9a0,Madrid,47.3732415,8.544659899999997
ChIJhdmJF6qgmkcRm5seb1JIvRI,Haus zum Rüden,47.3708651,8.543199500000002
ChIJ-RppE3MKkEcRG0YzQFAvt1s,Hotel Krone Unterstrass,47.3880157,8.539118400000001
ChIJrQKf6wsKkEcR9P8wQBd1Hxc,White Elephant Restaurant,47.3827927,8.5402781
ChIJXbYyWgoKkEcRAo4pokvwlzc,Mesa Madrid Restaurant,47.3833877,8.543190300000001
ChIJMRcesAsKkEcRYEUf90e-Bsc,Drei Stuben,47.3832725,8.541609899999997
ChIJ89b43A8KkEcRO0Xx4rAWdjY,Loft Five,47.3784071,8.5338088
ChIJfS-CnwgKkEcR4Ho6ZsOm_SQ,Walliser Kanne,47.376724,8.53884
ChIJeXm93wQKkEcR9MeSrdfl2LI,Bernerhof,47.3745917,8.5321194
ChIJnYmXwwkKkEcRGgEq0XnQBx4,Casa Ferlin,47.379847,8.543391000000002
ChIJU3A4dQQKkEcRLkWKiVVcMWg,Paddy Reilly's,47.3722027,8.534594199999999
ChIJiWxQjAQKkEcRtaytpXdhhqY,Swiss Casino Zürich,47.37325389999999,8.5327505
ChIJzfXvJGsKkEcRXdxK_k7BqT4,Markthalle,47.38759,8.526071700000001
ChIJ26B2bRAKkEcRtyARuN37eW0,Viet-Thai,47.3780806,8.5300139
ChIJ6X3v_T4KkEcRxxW1vn1YENU,Restaurant Rosso,47.38541399999999,8.5182748
ChIJ32ghrAUKkEcR0LFqAAAn27o,El Lokal,47.3743543,8.5336143
ChIJtxUgZg4KkEcRKPW3YEvB_lQ,Al-Mouchtar,47.3809081,8.534734399999998
ChIJYyu-4g0KkEcRg0hosH189t8,Vulkan - Indian Restaurant,47.38201039999999,8.533654400000001
ChIJa_xULiMKkEcREJP_a6KdM7c,Café Boy,47.37789189999999,8.516025599999999
ChIJVVmNzxYKkEcRnwlVchowtgk,Piccolo Giardino,47.38080660000001,8.525762199999999
ChIJ1Vmi3BAKkEcRlFtag-rwAow,Bar Rossi,47.3794738,8.527207200000001
ChIJ28ptTHUKkEcR6SwSvGIIh-4,Kreis 6,47.38615149999999,8.545218799999997
ChIJ7X4FVqCgmkcRqCPsrwv6_h4,Linde,47.38343699999999,8.547995000000002
ChIJJ5GeMKCgmkcRbLvoy2R_iYU,Restaurant Alten Löwen,47.38506220000001,8.5481679
ChIJl2mcrAgKkEcREZACW5Xh4HU,Restaurant Schützengasse,47.3771148,8.5375415
ChIJM5RtiqegmkcR9XUKbz5HvWE,Restaurant Commihalle,47.37774599999999,8.543864
ChIJu7X956CgmkcRCa4LGd0bo8o,Ristorante Stapferstube da Rizzo,47.3822325,8.547396299999999
ChIJMcXzDqigmkcR5VaD9YMFsFQ,Rheinfelder Bierhalle,47.3759083,8.5441704
ChIJ7wPV_KegmkcROQVzMWA1W2g,Weinstube 1923,47.37646720000001,8.544085
